,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4999988705320293,0.5000011294679706,0.0,complete,False,True,0.5,352.0,61776.0,30888.0,30888.0,cx,1000.0,10.0,False,False,123904.0,123904.0,447.647566318512,22959430.0,793968.0,22165462.0,130250193.0,448.5226268768311,2024-11-29 20:13:34.719608
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4990833333333333,0.5009166666666667,-0.0018333333333333,1.012614855797633,1.020240452422127,120.0,59.89,60.11,False,False,False,0.044702644092815,0.044702644092815,0.0894052881856301,0.1841238395747977,0.1868000313726944,0.0,5.364317291137793,5.364317291137802,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4996730158730154,0.5003269841269846,-0.00065396825397,1.0017107973466917,1.0041270728115452,630.0,314.7939999999999,315.2060000000001,False,False,False,0.0190336962343271,0.0190336962343271,0.0380673924686543,0.0795192918798798,0.0741205496492958,0.0,11.991228627626134,11.991228627626134,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4997976190476196,0.5002023809523803,-0.0004047619047616,0.999777070369139,1.0014066766284406,3023.9999999999995,1511.388,1512.612,False,False,False,0.0085909201553201,0.0085909201553201,0.0171818403106403,0.0341587901507129,0.0347508444084713,1.3642420526593924e-12,25.978942549688263,25.97894254968824,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.499680952380952,0.500319047619048,-0.0006380952380961,0.9988700758793247,1.001420640087728,12599.999999999874,6295.979999999938,6304.019999999939,False,False,False,0.0042489543420418,0.0042489543420418,0.0084979086840837,0.0171332622917128,0.016896998840885,1.8189894035458562e-10,53.53682470972651,53.53682470972647,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4999751851851857,0.5000248148148142,-4.962962962827061e-05,0.999943898122752,1.000142839786892,43200.00000000744,21598.92800000372,21601.072000003707,False,False,False,0.002327756739938,0.002327756739938,0.0046555134798761,0.0092710649159295,0.0093611502022571,1.6007106751203534e-10,100.55909116534178,100.55909116534175,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5001045502645409,0.4998954497354591,0.0002091005290813,1.0004340048435711,0.9995973860131678,113399.99999992907,56711.8559999637,56688.14399996636,False,False,False,0.0013966324061006,0.0013966324061006,0.0027932648122013,0.0056257987041887,0.0055505201337079,1.8480932340025902e-09,158.3781148517181,158.37811485171807,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4999801587301588,0.5000198412698412,-3.968253968313807e-05,0.9999304058507094,1.0000892046604335,201600.00000012663,100796.0000000626,100804.00000006276,False,False,False,0.001106855512579,0.001106855512579,0.0022137110251581,0.004412774659918,0.0044434480686081,2.9103830456733704e-11,223.14207133608687,223.14207133608687,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4999864197530688,0.5000135802469312,-2.716049386147733e-05,0.9999564404276208,1.0000650366581576,181440.00000119,90717.53600059124,90722.46400059709,False,False,False,0.0011584639806518,0.0011584639806518,0.0023169279613036,0.0046443235306012,0.0046243228677118,2.211891114711761e-09,210.19170465084704,210.19170465084704,,,,,,,,,,,,,,,,,,,,,,,,,
