,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.49999567636785325,0.5000043236321466,0.0,complete,False,True,0.5,181.0,16290.0,8145.0,8145.0,cx,1000.0,10.0,False,False,32761.0,32761.0,436.9512219429016,6631988.0,793968.0,5838020.0,130250193.0,437.3106231689453,2024-11-29 21:12:23.754496
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.4992500000000004,0.5007499999999997,-0.0014999999999999933,1.0147276652292527,1.0207236099753005,119.99999999999999,59.91,60.09,False,False,False,0.046341051515427806,0.046341051515427834,0.09268210303085571,0.19383078276485105,0.1930563433713746,0.0,5.560926181851354,5.5609261818513565,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5000984126984134,0.49990158730158657,0.00019682539682362303,1.00341962301014,1.0024395525521277,630.0,315.06199999999995,314.93800000000005,False,False,False,0.01907697182781973,0.019076971827819703,0.038153943655639365,0.07945677214418867,0.07439107665077976,0.0,12.018492251526412,12.018492251526412,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.49980555555555584,0.5001944444444442,-0.00038888888888862476,0.9998434011050363,1.00138590733383,3023.9999999999995,1511.4119999999998,1512.588,False,False,False,0.0087513162535244,0.008751316253524403,0.0175026325070488,0.035534939616689916,0.034748488447802206,1.3642420526593924e-12,26.463980350657767,26.463980350657774,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.4997869841269837,0.5002130158730164,-0.00042603174603247343,0.9993135004171089,1.0010119712662324,12599.999999999874,6297.315999999938,6302.683999999938,False,False,False,0.0045000686873625005,0.004500068687362499,0.009000137374725001,0.01838324059063335,0.017733582050266834,1.8189894035458565e-10,56.70086546076606,56.700865460766074,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5001396296296297,0.49986037037037045,0.0002792592592607012,1.0006146418580553,0.9994947904739209,43200.000000007436,21606.032000003717,21593.96800000371,False,False,False,0.0026090186257091445,0.0026090186257091454,0.005218037251418286,0.010730116153565665,0.010194917865242686,1.6007106751203537e-10,112.709604630654,112.70960463065406,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.50001114638447,0.4999888536155299,2.229276894038444e-05,1.000066919884075,0.9999770376277332,113399.99999992907,56701.26399996371,56698.73599996639,False,False,False,0.001656540496568189,0.0016565404965681887,0.0033130809931363795,0.006743890221571044,0.006529058791078235,1.8480932340025902e-09,187.8516923107182,187.85169231071805,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5000023809523811,0.49999761904761886,4.761904762221123e-06,1.0000213689104556,1.0000020601203663,201600.00000012666,100800.4800000627,100799.52000006259,False,False,False,0.001209819309401657,0.0012098193094016569,0.0024196386188033154,0.004896162935970791,0.004788172488204577,2.9103830456733704e-11,243.89957277552736,243.8995727755275,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.4999620811287288,0.5000379188712711,-7.583774254112836e-05,0.9998595689181369,1.0001628531330256,181440.00000118997,90713.12000059089,90726.88000059723,False,False,False,0.0011831149377928977,0.0011831149377928992,0.0023662298755857962,0.004747811053868317,0.004718859951720518,2.2118911147117615e-09,214.66437431454864,214.66437431454884,,,,,,,,,,,,,,,,,,,,,,,,,
