,Unnamed: 0,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.7457352572201809,0.2542647427798362,0.0,complete,False,True,0.5,151.0,11325.0,5663.0,5662.0,pyr,1000.0,,176.77799034118652,4475967.0,923005.0,3552962.0,130250193.0,176.91402077674866,2024-11-15 02:18:57.721195
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4987679282239143,0.501232071776086,-0.0024641435521716,0.9950838270515292,1.0049404611097317,561355.5531114102,279986.1462223676,281369.4068890428,False,False,False,221578,110516,111062,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4995784672793864,0.5004215327206137,-0.0008430654412273,0.998315289438798,1.0016875536005756,62278679.90123967,31113087.44924484,31165592.45199484,False,False,False,289420,144588,144832,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5006670830021567,0.499332916997847,0.0013341660043097,1.0026718967624468,0.9973352232459348,7325811980.7831135,3667792915.040933,3658019065.742208,False,False,False,352280,176375,175905,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4988819517159883,0.5011180482840163,-0.0022360965680278,0.9955377848080208,1.004482215803431,891328670702.0204,444667786860.2415,446660883841.7831,False,False,False,408748,203917,204831,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5004156548035934,0.4995843451964049,0.0008313096071884,1.0016640025156545,0.9983387617889078,110873505751019.31,55482837980766.31,55390667770252.82,False,False,False,458313,229347,228966,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4992217797766444,0.500778220223355,-0.0015564404467105,0.9968919565910508,1.0031177334598802,1.3997923206046308e+16,6988068136099231.0,7009855069947070.0,False,False,False,500501,249861,250640,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5003079054009827,0.4996920945990203,0.0006158108019622,1.001232380517159,0.9987691363751914,1.7827036546369485e+18,8.919007314020884e+17,8.908029232348654e+17,False,False,False,534255,267292,266963,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5001458104106885,0.4998541895893161,0.0002916208213724,1.0005834117777666,0.9994169283930762,2.281190746312614e+20,1.1409279945158856e+20,1.1402627517967388e+20,False,False,False,558945,279554,279391,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.5006490726787397,0.4993509273212667,0.0012981453574729,1.002599665458592,0.997407075278244,2.9268442041317685e+22,1.465321836673714e+22,1.4615223674580735e+22,False,False,False,574666,287706,286960,,,,,,,,,,,,,,,,,,,,,
12,12,12,0.5006866089766262,0.4993133910233771,0.0013732179532491,1.002750212547744,0.9972573303766682,3.7600293483058e+24,1.8825963440558248e+24,1.8774330042499875e+24,False,False,False,581845,291322,290523,,,,,,,,,,,,,,,,,,,,,
13,13,13,0.4994891795809895,0.500510820419009,-0.0010216408380193,0.9979588036934663,1.002045371310899,4.817925997046313e+26,2.406501903546584e+26,2.4114240934997216e+26,False,False,False,579460,289434,290026,,,,,,,,,,,,,,,,,,,,,
14,14,14,0.4992552654578615,0.5007447345421373,-0.0014894690842757,0.9970254922687553,1.0029833818235443,6.155965261867785e+28,3.0733980709631752e+28,3.0825671909046027e+28,False,False,False,568659,283906,284753,,,,,,,,,,,,,,,,,,,,,
15,15,15,0.4995140719681146,0.5004859280318825,-0.0009718560637679,0.9980581750468196,1.0019456029735836,7.853397592529495e+30,3.922882610228996e+30,3.9305149823004766e+30,False,False,False,551522,275493,276029,,,,,,,,,,,,,,,,,,,,,
16,16,16,0.4993496744585844,0.5006503255414138,-0.0013006510828293,0.9974020768259309,1.0026046899584735,9.98183011842192e+32,4.984423620134878e+32,4.997406498287023e+32,False,False,False,528197,263755,264442,,,,,,,,,,,,,,,,,,,,,
17,17,17,0.500539376484783,0.4994606235152146,0.0010787529695683,1.0021598358684936,0.9978448189688006,1.2629904738209277e+35,6.321764642725477e+34,6.308140095483768e+34,False,False,False,499651,250095,249556,,,,,,,,,,,,,,,,,,,,,
18,18,18,0.4985857903978971,0.5014142096021031,-0.0028284192042059,0.9943591163751612,1.005672883701617,1.5937026748698278e+37,7.945975078092159e+36,7.991051670606122e+36,False,False,False,468106,233391,234715,,,,,,,,,,,,,,,,,,,,,
19,19,19,0.5011425886082083,0.4988574113917886,0.0022851772164197,1.004580822423875,0.995440065824846,2.0029478233533998e+39,1.0037624570424989e+39,9.991853663108943e+38,False,False,False,434102,217547,216555,,,,,,,,,,,,,,,,,,,,,
20,20,20,0.4998896994309488,0.5001103005690508,-0.000220601138102,0.999558895032054,1.000441299627404,2.50828528713808e+41,1.253865978274526e+41,1.254419308863553e+41,False,False,False,398910,199411,199499,,,,,,,,,,,,,,,,,,,,,
21,21,21,0.499874687752175,0.5001253122478312,-0.0002506244956561,0.9994988766024864,1.0005013746480806,3.12693052955273e+43,1.5630734220829145e+43,1.5638571074698353e+43,False,False,False,363093,181501,181592,,,,,,,,,,,,,,,,,,,,,
22,22,22,0.5012182260061441,0.4987817739938564,0.0024364520122876,1.0048848056190556,0.9951389397155366,3.875885964594706e+45,1.9426646873762716e+45,1.933221277218437e+45,False,False,False,327115,163956,163159,,,,,,,,,,,,,,,,,,,,,
23,23,23,0.5003139567422239,0.4996860432577883,0.0006279134844355,1.0012566160150116,0.9987449610869858,4.796839437830261e+47,2.3999257189980027e+47,2.3969137188323168e+47,False,False,False,293034,146609,146425,,,,,,,,,,,,,,,,,,,,,
24,24,24,0.4997014833389221,0.500298516661092,-0.0005970333221699,0.998806645827866,1.0011947799677934,5.893596941216806e+49,2.945039133727772e+49,2.948557807489117e+49,False,False,False,259617,129731,129886,,,,,,,,,,,,,,,,,,,,,
25,25,25,0.5007763498398988,0.4992236501600978,0.001552699679801,1.00311022861057,0.996899414917862,7.202487550420627e+51,3.6068354252669564e+51,3.595652125153647e+51,False,False,False,227990,114172,113818,,,,,,,,,,,,,,,,,,,,,
26,26,26,0.5006449402422497,0.4993550597577416,0.001289880484508,1.0025830928500732,0.9974235623276568,8.753212656367329e+53,4.382251627274726e+53,4.370961029092529e+53,False,False,False,198468,99362,99106,,,,,,,,,,,,,,,,,,,,,
27,27,27,0.5001596414742707,0.4998403585257242,0.0003192829485465,1.000638769845413,0.9993616379210336,1.0638001943672392e+56,5.320699238149779e+55,5.31730270552256e+55,False,False,False,172261,86158,86103,,,,,,,,,,,,,,,,,,,,,
28,28,28,0.4987069488032504,0.501293051196754,-0.0025861023935036,0.9948411365620774,1.005185615319196,1.287499361589037e+58,6.420848782042015e+57,6.454144833848413e+57,False,False,False,148486,74051,74435,,,,,,,,,,,,,,,,,,,,,
29,29,29,0.5019972635916196,0.4980027364083797,0.0039945271832398,1.008021094847889,0.9920427311602052,1.5522328127093757e+60,7.792166244372295e+59,7.730161882721449e+59,False,False,False,127174,63841,63333,,,,,,,,,,,,,,,,,,,,,
30,30,30,0.5007175874151898,0.4992824125848008,0.001435174830389,1.002874475034999,0.9971337638891462,1.8480123688138108e+62,9.253322948258812e+61,9.226800739879122e+61,False,False,False,107304,53729,53575,,,,,,,,,,,,,,,,,,,,,
31,31,31,0.4995536610948667,0.5004463389051239,-0.0008926778102572,0.9982162367053974,1.0017869507918342,2.1826307963175253e+64,1.0903412051188241e+64,1.0922895911986809e+64,False,False,False,89618,44769,44849,,,,,,,,,,,,,,,,,,,,,
32,32,32,0.5029290401136418,0.4970709598863583,0.0058580802272834,1.011785199096368,0.9883520740302452,2.551044243011785e+66,1.282994232425349e+66,1.2680500105864365e+66,False,False,False,73915,37174,36741,,,,,,,,,,,,,,,,,,,,,
33,33,33,0.499578296317114,0.5004217036828705,-0.0008434073657565,0.9983146067415752,1.0016882386043873,2.963242679578869e+68,1.4803717294381712e+68,1.4828709501406523e+68,False,False,False,60469,30209,30260,,,,,,,,,,,,,,,,,,,,,
34,34,34,0.5024199971409329,0.4975800028590758,0.004839994281857,1.0097270675148653,0.9903666368588044,3.413382236420087e+70,1.714951493463091e+70,1.6984307429570252e+70,False,False,False,48967,24602,24365,,,,,,,,,,,,,,,,,,,,,
35,35,35,0.5021535795295288,0.4978464204704704,0.0043071590590583,1.0086515818572883,0.9914226259960276,3.897408372342767e+72,1.957097565060275e+72,1.940310807282489e+72,False,False,False,39237,19703,19534,,,,,,,,,,,,,,,,,,,,,
36,36,36,0.498775536508342,0.5012244634916501,-0.0024489269833081,0.9951141112182588,1.004909877899088,4.399728822224041e+74,2.194477103796012e+74,2.2052517184279946e+74,False,False,False,31034,15479,15555,,,,,,,,,,,,,,,,,,,,,
37,37,37,0.4951364273349236,0.5048635726650708,-0.0097271453301471,0.9807331210711052,1.019645384167155,4.9169212520256955e+76,2.4345468222151623e+76,2.4823744298105045e+76,False,False,False,24262,12013,12249,,,,,,,,,,,,,,,,,,,,,
38,38,38,0.5011221545366981,0.4988778454632807,0.0022443090734173,1.0044987146529492,0.9955214331414018,5.4293330310149755e+78,2.7207590661994854e+78,2.708573964815374e+78,False,False,False,18714,9378,9336,,,,,,,,,,,,,,,,,,,,,
39,39,39,0.4981980072079726,0.5018019927920138,-0.0036039855840411,0.992817912970037,1.0072340425531583,5.885480350018717e+80,2.932134581841006e+80,2.9533457681776306e+80,False,False,False,14151,7050,7101,,,,,,,,,,,,,,,,,,,,,
40,40,40,0.5011310084825609,0.4988689915174262,0.0022620169651347,1.0045342905724692,0.9954861764152568,6.334266708514188e+82,3.174297463635227e+82,3.15996924487888e+82,False,False,False,10610,5317,5293,,,,,,,,,,,,,,,,,,,,,
41,41,41,0.5001283038234514,0.499871696176543,0.0002566076469084,1.0005133470225884,0.9994869163673666,6.687604475501026e+84,3.3446602829744514e+84,3.342944192526538e+84,False,False,False,7794,3898,3896,,,,,,,,,,,,,,,,,,,,,
42,42,42,0.5013821700069089,0.4986178299930895,0.0027643400138193,1.0055440055440008,0.9944865609924236,7.146358198833515e+86,3.583056581377813e+86,3.563301617455692e+86,False,False,False,5788,2902,2886,,,,,,,,,,,,,,,,,,,,,
43,43,43,0.4924785929183022,0.5075214070816922,-0.01504281416339,0.9703602371180992,1.030545112781959,7.685624134358647e+88,3.7850053593878915e+88,3.900618774970714e+88,False,False,False,4321,2128,2193,,,,,,,,,,,,,,,,,,,,,
44,44,44,0.4927627438640672,0.5072372561359368,-0.0144745122718696,0.9714640198511156,1.029374201787996,8.151870530434882e+90,4.0169380902017214e+90,4.1349324402331925e+90,False,False,False,3178,1566,1612,,,,,,,,,,,,,,,,,,,,,
45,45,45,0.4935787671232903,0.5064212328767186,-0.0128424657534282,0.9746407438715065,1.0260190806591571,8.65034625679279e+92,4.269627240617355e+92,4.380719016175513e+92,False,False,False,2336,1153,1183,,,,,,,,,,,,,,,,,,,,,
46,46,46,0.4980056980057016,0.5019943019943037,-0.003988603988602,0.992054483541434,1.008009153318074,9.391264786249107e+94,4.676903375032353e+94,4.7143614112168035e+94,False,False,False,1755,874,881,,,,,,,,,,,,,,,,,,,,,
47,47,47,0.4988780852655117,0.5011219147344698,-0.002243829468958,0.995522388059706,1.0044977511244333,1.0348449076042766e+97,5.16261446052387e+96,5.185834615518707e+96,False,False,False,1337,667,670,,,,,,,,,,,,,,,,,,,,,
48,48,48,0.5069033530572099,0.4930966469428114,0.0138067061143984,1.0279999999999996,0.9727626459143972,1.136245046795316e+99,5.759664241151921e+98,5.602786226801484e+98,False,False,False,1014,514,500,,,,,,,,,,,,,,,,,,,,,
49,49,49,0.4675810473815595,0.5324189526184692,-0.0648379052369096,0.8782201405152223,1.138666666666667,1.3021939650463647e+101,6.088812180703252e+100,6.933127469760771e+100,False,False,False,802,375,427,,,,,,,,,,,,,,,,,,,,,
50,50,50,0.4428341384863171,0.5571658615136766,-0.1143317230273595,0.7947976878612957,1.25818181818178,1.4622512755190419e+103,6.475347838449931e+102,8.147164916740396e+102,False,False,False,621,275,346,,,,,,,,,,,,,,,,,,,,,
51,51,51,0.4705882352941212,0.5294117647058901,-0.0588235294117688,0.8888888888888826,1.125000000000008,1.5686270432180997e+105,7.381774321026408e+104,8.304496111154767e+104,False,False,False,459,216,243,,,,,,,,,,,,,,,,,,,,,
52,52,52,0.5266457680250822,0.4733542319749151,0.053291536050167,1.1125827814569769,0.898809523809505,1.5834644141532592e+107,8.339248325321301e+106,7.49539581621125e+106,False,False,False,319,168,151,,,,,,,,,,,,,,,,,,,,,
53,53,53,0.4863636363636546,0.5136363636363706,-0.0272727272727158,0.9469026548672796,1.0560747663551149,1.5873481890878505e+109,7.72028437420029e+108,8.153197516678614e+108,False,False,False,220,107,113,,,,,,,,,,,,,,,,,,,,,
54,54,54,0.4881889763779503,0.5118110236220638,-0.0236220472441134,0.9538461538461184,1.0483870967742326,1.3328903012841673e+111,6.507023518080154e+110,6.821879494761706e+110,False,False,False,127,62,65,,,,,,,,,,,,,,,,,,,,,
55,55,55,0.5394736842105218,0.4605263157894876,0.0789473684210342,1.1714285714285262,0.8536585365853988,1.1610298007007285e+113,6.2634502406223e+112,5.346847766385095e+112,False,False,False,76,41,35,,,,,,,,,,,,,,,,,,,,,
56,56,56,0.5,0.5,0.0,1.0,1.0,1.0235613508615055e+115,5.117806754307527e+114,5.117806754307527e+114,False,False,False,46,23,23,,,,,,,,,,,,,,,,,,,,,
57,57,57,0.4838709677419342,0.5161290322580692,-0.0322580645161349,0.9374999999999892,1.066666666666679,1.0053586777931216e+117,4.864638763515092e+116,5.188948014416158e+116,False,False,False,31,15,16,,,,,,,,,,,,,,,,,,,,,
58,58,58,0.2800000000000046,0.7199999999999703,-0.4399999999999656,0.3888888888889114,2.571428571428423,1.1824152361979552e+119,3.31076266135433e+118,8.513389700624927e+118,False,False,False,25,7,18,,,,,,,,,,,,,,,,,,,,,
59,59,59,0.7727272727272825,0.2272727272727328,0.5454545454545495,3.399999999999959,0.2941176470588271,1.5183839364413668e+121,1.1732966781592527e+121,3.4508725828213727e+120,False,False,False,22,17,5,,,,,,,,,,,,,,,,,,,,,
60,60,60,0.400000000000014,0.6000000000000114,-0.1999999999999974,0.6666666666666774,1.499999999999976,2.0154284517566432e+123,8.061713807026854e+122,1.2092570710540087e+123,False,False,False,20,8,12,,,,,,,,,,,,,,,,,,,,,
61,61,61,0.4444444444444413,0.5555555555555541,-0.1111111111111128,0.7999999999999964,1.2500000000000058,2.6499011441478234e+125,1.1777338418434687e+125,1.4721673023043426e+125,False,False,False,18,8,10,,,,,,,,,,,,,,,,,,,,,
62,62,62,0.5,0.5,0.0,1.0,1.0,2.1518421288061064e+127,1.0759210644030532e+127,1.0759210644030532e+127,False,False,False,10,5,5,,,,,,,,,,,,,,,,,,,,,
63,63,63,0.7500000000000174,0.25,0.5000000000000174,3.0000000000000697,0.3333333333333255,1.2587793929077413e+129,9.440845446808278e+128,3.1469484822693524e+128,False,False,False,4,3,1,,,,,,,,,,,,,,,,,,,,,
64,64,64,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
65,65,65,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
66,66,66,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
67,67,67,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
