,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.2671619902628441,0.7328380097371546,0.0,complete,False,True,0.1,16.0,120.0,108.0,12.0,pyr,1000.0,,1.914438009262085,79297.0,22471.0,56826.0,130250193.0,1.9204394817352295,2024-11-14 18:04:24.137639
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,3,0.7668519454269589,0.23314805457304105,0.5337038908539178,3.289120069353691,0.3040326831840162,562.9155555555094,431.67288888883974,131.24266666666963,False,False,False,19790,15176,4614,,,,,,,,,,,,,,,,,,,,,
4,4,0.7055465305175213,0.2944534694824783,0.41109306103504295,2.3961223203026494,0.417340964410236,5515.52,3891.455999999999,1624.063999999999,False,False,False,21545,15201,6344,,,,,,,,,,,,,,,,,,,,,
5,5,0.6674409409903866,0.3325590590096127,0.33488188198077395,2.006984693119107,0.49825990373941215,53042.216959989964,35402.54719999195,17639.66975999798,False,False,False,20234,13505,6729,,,,,,,,,,,,,,,,,,,,,
6,6,0.6323119777158381,0.3676880222841626,0.2646239554316755,1.7196969696966755,0.5814977973569276,481005.11288884317,304145.2942221744,176859.8186666691,False,False,False,16514,10442,6072,,,,,,,,,,,,,,,,,,,,,
7,7,0.6055770199899227,0.3944229800100797,0.21115403997984303,1.5353492333901206,0.6513176144244099,4076521.0958367283,2468647.49714286,1607873.5986938782,False,False,False,11906,7210,4696,,,,,,,,,,,,,,,,,,,,,
8,8,0.581006322444677,0.41899367755532085,0.16201264488935613,1.3866708582206833,0.7211516662888245,31843155.968000054,18501074.94399998,13342081.024000006,False,False,False,7592,4411,3181,,,,,,,,,,,,,,,,,,,,,
9,9,0.558183538315996,0.44181646168400485,0.11636707663199114,1.263383297644575,0.7915254237287915,224186687.99368697,125137318.74766041,99049369.24602675,False,False,False,4228,2360,1868,,,,,,,,,,,,,,,,,,,,,
10,10,0.5331369661266574,0.46686303387334305,0.0662739322533143,1.1419558359621464,0.8756906077348057,1399815741.1123493,746293517.3529763,653522223.7593735,False,False,False,2037,1086,951,,,,,,,,,,,,,,,,,,,,,
11,11,0.5242839352428392,0.4757160647571605,0.04856787048567874,1.1020942408376964,0.9073634204275534,7296758984.3316965,3825573514.8239646,3471185469.50773,False,False,False,803,421,382,,,,,,,,,,,,,,,,,,,,,
12,12,0.4980392156862723,0.5019607843137253,-0.003921568627452941,0.9921874999999961,1.0078740157480355,31152829453.65362,15515330747.505852,15637498706.147692,False,False,False,255,127,128,,,,,,,,,,,,,,,,,,,,,
13,13,0.46753246753246613,0.5324675324675329,-0.06493506493506676,0.8780487804878016,1.1388888888888933,128245995306.03899,59959166636.58948,68286828669.44939,False,False,False,77,36,41,,,,,,,,,,,,,,,,,,,,,
14,14,0.3888888888888883,0.6111111111111093,-0.222222222222221,0.6363636363636372,1.5714285714285692,413595884146.2728,160842843834.6614,252753040311.6104,False,False,False,18,7,11,,,,,,,,,,,,,,,,,,,,,
15,15,0.0,1.0,-1.0,0.0,,320255973501.905,0.0,320255973501.905,False,True,False,1,0,1,,,,,,,,,,,,,,,,,,,,,
16,16,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
