,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.49997411575966677,0.5000258842403331,0.0,complete,False,True,0.5,264.0,34716.0,17358.0,17358.0,cx,1000.0,10.0,False,False,69696.0,69696.0,442.3705790042877,12053302.0,793968.0,11259334.0,130250193.0,442.94874572753906,2024-11-30 00:40:27.732574
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.4989833333333328,0.5010166666666672,-0.002033333333333329,1.0131982120157461,1.0216556278189712,119.99999999999999,59.878,60.122,False,False,False,0.046023179546349845,0.04602317954634985,0.09204635909269984,0.18959885230671475,0.192620460047898,0.0,5.522781545561992,5.522781545561993,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5011968253968248,0.4988031746031753,0.0023936507936490195,1.008256900777459,0.9983812284668377,630.0,315.75399999999996,314.24600000000004,False,False,False,0.020251846184299132,0.02025184618429912,0.04050369236859823,0.08540191314915738,0.07828469706424918,0.0,12.758663096108469,12.758663096108469,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5001415343915351,0.4998584656084649,0.0002830687830690516,1.001243057120762,1.0001144963232085,3023.9999999999995,1512.428,1511.5719999999997,False,False,False,0.009201021595230674,0.00920102159523067,0.018402043190461327,0.03679515027675689,0.03702019673326759,1.3642420526593924e-12,27.823889303977445,27.823889303977456,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5002466666666662,0.4997533333333338,0.0004933333333325783,1.0011394664892679,0.9991639281305918,12599.999999999874,6303.107999999937,6296.891999999939,False,False,False,0.004346485894622222,0.004346485894622221,0.008692971789244433,0.017516121636124593,0.017279422003481242,1.8189894035458565e-10,54.765722272238605,54.76572227223863,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4998996296296301,0.5001003703703699,-0.0002007407407392445,0.9996363900405747,1.0004394823898806,43200.000000007436,21595.66400000372,21604.336000003706,False,False,False,0.002175167212088979,0.0021751672120889813,0.004350334424177958,0.008689102747225457,0.00871535598816939,1.6007106751203537e-10,93.96722356225976,93.96722356225973,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5000009876543116,0.4999990123456884,1.975308621986981e-06,1.0000192442333407,1.000011283884095,113399.99999992907,56700.11199996369,56699.88799996653,False,False,False,0.0013812680104483938,0.0013812680104483962,0.0027625360208967903,0.005536187403783608,0.005514806481927287,1.8480932340025902e-09,156.6357923847526,156.63579238475253,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.49995920634920626,0.5000407936507938,-8.158730158832617e-05,0.9998465165451321,1.0001728877955456,201600.00000012666,100791.77600006254,100808.22400006274,False,False,False,0.0011004814791784104,0.0011004814791784109,0.0022009629583568217,0.004397523633793451,0.004406821074316711,2.9103830456733704e-11,221.85706620250716,221.85706620250718,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.49996631393296176,0.5000336860670382,-6.737213407631901e-05,0.999875756135075,1.0001452466270935,181440.00000118997,90713.88800059097,90726.11200059742,False,False,False,0.0011451970379734706,0.0011451970379734672,0.0022903940759469352,0.004580980294185652,0.004581217693534773,2.2118911147117615e-09,207.7845505712665,207.78455057126638,,,,,,,,,,,,,,,,,,,,,,,,,
