,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.49999539579937924,0.5000046042006207,0.0,complete,False,True,0.5,262.0,34191.0,17095.0,17096.0,cx,1000.0,10.0,False,False,68644.0,68644.0,441.6321551799774,11902206.0,793968.0,11108238.0,130250193.0,442.19469380378723,2024-11-29 20:21:04.615390
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.49923333333333303,0.500766666666667,-0.0015333333333333336,1.0123807746577653,1.0185817064848415,119.99999999999999,59.907999999999994,60.092,False,False,False,0.04342261315643418,0.04342261315643419,0.08684522631286865,0.1799854642909733,0.17984961688825246,0.0,5.210713578772113,5.210713578772111,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.4997396825396829,0.5002603174603172,-0.0005206349206367081,1.0021213805832787,1.0039684654754626,630.0,314.83599999999996,315.16400000000004,False,False,False,0.01942568606025445,0.019425686060254455,0.03885137212050902,0.08169475286980088,0.07546158888825913,0.0,12.23818221796032,12.23818221796032,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.49988095238095237,0.5001190476190477,-0.00023809523809496382,1.0001641868510043,1.001124766907796,3023.9999999999995,1511.64,1512.3599999999997,False,False,False,0.00896449758230892,0.008964497582308916,0.017928995164617847,0.03575213449670091,0.03619689704270512,1.3642420526593924e-12,27.108640688902117,27.108640688902096,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.49988634920634867,0.5001136507936513,-0.00022730158730246145,0.9997006447209492,1.0006070178557414,12599.999999999874,6298.567999999937,6301.43199999994,False,False,False,0.004381755573945421,0.004381755573945423,0.008763511147890852,0.017713968306540994,0.01738169698955088,1.8189894035458565e-10,55.210120231710995,55.210120231711,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.4999348148148155,0.5000651851851845,-0.00013037037036875106,0.9997854114996524,1.0003077424384519,43200.000000007436,21597.184000003723,21602.816000003706,False,False,False,0.002411535605801738,0.002411535605801739,0.004823071211603476,0.00956463682334473,0.009738409613403413,1.6007106751203537e-10,104.1783381706526,104.1783381706526,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.5000998941798842,0.49990010582011574,0.00019978835976932797,1.000418452357683,0.9996191673573853,113399.99999992907,56711.327999963665,56688.671999966486,False,False,False,0.0015299649404097453,0.0015299649404097422,0.0030599298808194884,0.006141882644299761,0.006101317425351971,1.8480932340025902e-09,173.49802424235932,173.49802424235946,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.4999720634920633,0.5000279365079368,-5.587301587250447e-05,0.9998972869194394,1.0001208330208953,201600.00000012666,100794.36800006258,100805.6320000626,False,False,False,0.0010637884448418818,0.0010637884448418812,0.00212757688968376,0.0042430557346307225,0.00426798397204599,2.9103830456733704e-11,214.45975048025798,214.45975048025784,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.4999813051146224,0.5000186948853776,-3.738977075475715e-05,0.9999353790013951,1.0000849443003723,181440.00000118997,90716.60800059131,90723.39200059688,False,False,False,0.0011268552807338758,0.0011268552807338758,0.0022537105614677507,0.004506486872570042,0.0045089075211173805,2.2118911147117615e-09,204.45662213769302,204.45662213769305,,,,,,,,,,,,,,,,,,,,,,,,,
