,Unnamed: 0,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.5000046329768594,0.4999953670231406,0.0,complete,False,True,0.5,83.0,3403.0,1701.0,1702.0,cx,1000.0,10.0,False,False,6889.0,6889.0,432.8468852043152,1867812.0,793968.0,1073844.0,130250193.0,433.0819394588471,2024-11-14 21:49:44.965902
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4987333333333323,0.5012666666666676,-0.0025333333333333,1.0110721498170767,1.0216217727611538,120.0,59.84799999999999,60.152,False,False,False,0.0445353292965882,0.0445353292965882,0.0890706585931765,0.1834512141402754,0.1873172629678985,0.0,5.344239515590585,5.344239515590584,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.5004825396825405,0.4995174603174593,0.0009650793650776,1.0056507114602502,1.0014384634923092,630.0,315.3039999999999,314.6960000000001,False,False,False,0.0209516344263352,0.0209516344263352,0.0419032688526704,0.0888961995611703,0.0805871592341143,0.0,13.19952968859118,13.19952968859118,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4999074074074075,0.5000925925925925,-0.0001851851851849,1.000354681148454,1.0011008036452949,3023.9999999999995,1511.72,1512.28,False,False,False,0.0095264822087538,0.0095264822087538,0.0190529644175077,0.0380937640989353,0.0383629339186273,1.3642420526593924e-12,28.80808219927173,28.808082199271745,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5001561904761904,0.4998438095238096,0.0003123809523801,1.0007800374943057,0.99952857646054,12599.999999999874,6301.967999999938,6298.031999999939,False,False,False,0.0043879394018728,0.0043879394018728,0.0087758788037456,0.0176693735185489,0.0174593547066044,1.8189894035458562e-10,55.28803646359607,55.28803646359607,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.4999962962962967,0.5000037037037033,-7.407407405854077e-06,1.0000275800983252,1.000056999073026,43200.00000000744,21599.84000000372,21600.160000003707,False,False,False,0.002298979913347,0.002298979913347,0.0045979598266941,0.00922107015054,0.0091750902643311,1.6007106751203534e-10,99.31593225660984,99.31593225660978,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5000609523809418,0.4999390476190582,0.0001219047618849,1.0002594016512452,0.9997717355412348,113399.99999992907,56706.91199996368,56693.08799996643,False,False,False,0.0013936498633846,0.0013936498633846,0.0027872997267692,0.0055827621327834,0.0055672363360066,1.8480932340025902e-09,158.03989450772198,158.0398945077219,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4999838095238105,0.5000161904761894,-3.238095238061192e-05,0.9999438170779834,1.0000733378989273,201600.00000012663,100796.73600006272,100803.26400006258,False,False,False,0.0010353246363054,0.0010353246363054,0.0020706492726108,0.0041423010068358,0.004140589086728,2.9103830456733704e-11,208.7214466793014,208.72144667930155,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.4999848324514799,0.50001516754852,-3.033509703940623e-05,0.9999511929816736,1.0000725515271816,181440.00000119,90717.2480005906,90722.75200059732,False,False,False,0.0012180630679394,0.0012180630679394,0.0024361261358789,0.0048692678709193,0.0048764277680686,2.211891114711761e-09,221.0053630483816,221.00536304838164,,,,,,,,,,,,,,,,,,,,,,,,,
