,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.4999768710859721,0.5000231289140278,0.0,complete,False,True,0.5,295.0,43365.0,21683.0,21682.0,cx,1000.0,10.0,False,False,87025.0,87025.0,443.43047308921814,14524320.0,793968.0,13730352.0,130250193.0,444.08676767349243,2024-11-30 02:45:01.168415
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.5009500000000005,0.49904999999999955,0.001899999999999996,1.020838769584706,1.0135373006446844,119.99999999999999,60.114,59.885999999999996,False,False,False,0.04572791209364853,0.04572791209364853,0.0914558241872971,0.18757778477599185,0.19164425156969442,0.0,5.487349451237812,5.487349451237813,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.49973650793650837,0.5002634920634917,-0.0005269841269858871,1.0021788360438175,1.0040914753416077,630.0,314.83399999999995,315.16600000000005,False,False,False,0.01973089579642046,0.019730895796420452,0.03946179159284099,0.08213439456370565,0.07705055641922559,0.0,12.430464351744883,12.430464351744883,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.5000886243386247,0.4999113756613754,0.0001772486772489389,1.0009764075847005,1.000268680814283,3023.9999999999995,1512.268,1511.7319999999997,False,False,False,0.008813387044788974,0.008813387044788974,0.017626774089577944,0.03529689799009538,0.035382536913969566,1.3642420526593924e-12,26.651682423441816,26.6516824234418,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.4999298412698412,0.5000701587301589,-0.00014031746031829392,0.9998561563778073,1.0004162838828294,12599.999999999874,6299.115999999936,6300.883999999939,False,False,False,0.0041249831412804114,0.004124983141280407,0.00824996628256083,0.016581265667734615,0.016437878072516898,1.8189894035458565e-10,51.9747875801319,51.9747875801319,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5000766666666676,0.49992333333333233,0.00015333333333471626,1.0003432479095256,0.9997297650493523,43200.000000007436,21603.312000003716,21596.68800000371,False,False,False,0.00213470091838927,0.002134700918389272,0.004269401836778545,0.008556276897793766,0.008523860310872192,1.6007106751203537e-10,92.21907967443201,92.21907967443198,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.49995527336859663,0.5000447266314033,-8.945326280604045e-05,0.9998346271517631,1.0001924679206387,113399.99999992907,56694.927999963715,56705.07199996647,False,False,False,0.0013005306675968528,0.00130053066759685,0.0026010613351937035,0.005197523531827878,0.005207248846067861,1.8480932340025902e-09,147.4801777053932,147.48017770539317,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.49997984126984174,0.5000201587301583,-4.031746031694072e-05,0.9999276446144078,1.0000889157425896,201600.00000012666,100795.93600006288,100804.06400006262,False,False,False,0.0010171478979505739,0.0010171478979505752,0.0020342957959011516,0.004068584906876933,0.004068889225987419,2.9103830456733704e-11,205.05701622696495,205.05701622696466,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.49996490299821855,0.5000350970017814,-7.019400356282014e-05,0.9998692744062041,1.0001501235110788,181440.00000118997,90713.63200059102,90726.3680005972,False,False,False,0.0011004697305632305,0.0011004697305632314,0.002200939461126459,0.0043861062766172975,0.004418706207892784,2.2118911147117615e-09,199.66922791469983,199.66922791469963,,,,,,,,,,,,,,,,,,,,,,,,,
