,Unnamed: 0,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.9172301468057212,0.0827698531942792,0.0,complete,False,True,0.5,58.0,1653.0,827.0,826.0,pyr,1000.0,,26.03689813613892,781729.0,215975.0,565754.0,130250193.0,26.088910341262817,2024-11-14 22:47:50.360494
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.4969744740192851,0.5030255259807129,-0.0060510519614278,0.9879706860807302,1.012175780201526,30823.584444432807,15318.534666661011,15505.049777771734,False,False,False,82465,40983,41482,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.498136478905704,0.5018635210942968,-0.0037270421885927,0.9925735941507244,1.0074819699950106,1269496.2280008865,632382.3810004343,637113.8470004529,False,False,False,104104,51858,52246,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.4992781302335545,0.5007218697664442,-0.0014437395328895,0.9971166836919606,1.0028916538607735,54868257.18595353,27394520.85697667,27473736.328976784,False,False,False,121213,60519,60694,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.4989342552214024,0.5010657447785968,-0.0021314895571943,0.9957460880545004,1.004272085018994,2420698456.7819257,1207769381.6500883,1212929075.1318357,False,False,False,132771,66244,66527,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5004537401149453,0.4995462598850537,0.0009074802298914,1.0018166089965328,0.9981866850876504,107871136427.75227,53984513675.71815,53886622752.03404,False,False,False,138846,69486,69360,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.5012636839429792,0.498736316057016,0.002527367885963,1.0050675433181693,0.994958007198761,4818614947913.567,2415396680293.8613,2403218267619.683,False,False,False,139671,70012,69659,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.4993880048959596,0.5006119951040388,-0.0012239902080791,0.9975550122249374,1.0024509803921584,214421867515711.9,107079708624737.14,107342158890974.4,False,False,False,135622,67728,67894,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.503122842257235,0.4968771577427649,0.00624568451447,1.01256987651202,0.9875861638751104,9466402510511332.0,4762763337039486.0,4703639173471845.0,False,False,False,127448,64122,63326,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.4994567935298068,0.5005432064701918,-0.001086412940385,0.9978295321435958,1.0021751890342847,4.12924052130818e+17,2.0623772304859315e+17,2.066863290822243e+17,False,False,False,115978,57926,58052,,,,,,,,,,,,,,,,,,,,,
12,12,12,0.4961964578294567,0.5038035421705436,-0.0076070843410868,0.9849006930195188,1.0153307913046437,1.779187867499887e+19,8.828267176665887e+18,8.963611498332987e+18,False,False,False,102536,50878,51658,,,,,,,,,,,,,,,,,,,,,
13,13,13,0.5013983946883663,0.4986016053116328,0.0027967893767336,1.0056092666909595,0.99442202167705,7.542660562846459e+20,3.781877897890464e+20,3.760782664955988e+20,False,False,False,87958,44102,43856,,,,,,,,,,,,,,,,,,,,,
14,14,14,0.5015522453092206,0.4984477546907832,0.0031044906184374,1.0062283169885344,0.9938102348310226,3.149577796698477e+22,1.5796778157101891e+22,1.5698999809883e+22,False,False,False,73442,36835,36607,,,,,,,,,,,,,,,,,,,,,
15,15,15,0.5027727051885619,0.49722729481144,0.0055454103771218,1.0111526668688309,0.9889703432189262,1.2933131541758114e+24,6.502425531809243e+23,6.430706009948895e+23,False,False,False,59689,30010,29679,,,,,,,,,,,,,,,,,,,,,
16,16,16,0.5005607160237854,0.4994392839762179,0.0011214320475674,1.002245382138624,0.9977596483070514,5.220148344324883e+25,2.6130011929856414e+25,2.6071471513392598e+25,False,False,False,47261,23657,23604,,,,,,,,,,,,,,,,,,,,,
17,17,17,0.5002180549498467,0.49978194505015,0.0004361098996966,1.000872600349044,0.9991281604184792,2.081968199178516e+27,1.041438083060512e+27,1.0405301161179966e+27,False,False,False,36688,18352,18336,,,,,,,,,,,,,,,,,,,,,
18,18,18,0.5011944404227592,0.4988055595772432,0.0023888808455159,1.0047892025252096,0.9952336246118356,8.111110681854455e+28,4.065243579399108e+28,4.0458671024553664e+28,False,False,False,27628,13847,13781,,,,,,,,,,,,,,,,,,,,,
19,19,19,0.4960805715419735,0.5039194284580276,-0.007838856916054,0.9844442256571836,1.0158015801580145,3.0803568556552745e+30,1.528105189506705e+30,1.552251666148573e+30,False,False,False,20156,9999,10157,,,,,,,,,,,,,,,,,,,,,
20,20,20,0.5001724019033167,0.4998275980966802,0.0003448038066364,1.0006898454746187,0.9993106300840984,1.1600316509296451e+32,5.802158171293505e+31,5.798158338002911e+31,False,False,False,14501,7253,7248,,,,,,,,,,,,,,,,,,,,,
21,21,21,0.4977263740608942,0.5022736259391045,-0.0045472518782102,0.9909466640425162,1.0091360476663307,4.257259295975552e+33,2.1189502328229468e+33,2.1383090631526e+33,False,False,False,10116,5035,5081,,,,,,,,,,,,,,,,,,,,,
22,22,22,0.5067666960870857,0.4932333039129138,0.0135333921741719,1.0274381151207936,0.9732946298983975,1.5119020761977192e+35,7.661816199619235e+34,7.45720456235795e+34,False,False,False,6798,3445,3353,,,,,,,,,,,,,,,,,,,,,
23,23,23,0.4949144706426274,0.5050855293573717,-0.0101710587147443,0.97986270022884,1.0205511443250743,5.105598996066977e+36,2.5268348244520175e+36,2.5787641716149548e+36,False,False,False,4326,2141,2185,,,,,,,,,,,,,,,,,,,,,
