,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.9528174177996535,0.047182582200347004,0.0,complete,False,True,0.5,83.0,3403.0,1701.0,1702.0,pyr,1000.0,,52.60499548912048,1404163.0,345033.0,1059130.0,130250193.0,52.67101049423218,2024-11-14 22:40:26.145371
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,3,0.5005355469272994,0.49946445307270054,0.001071093854598905,1.0021444846535315,0.9978601043199146,91473.67288888886,45785.82488888887,45687.84799999999,False,False,False,119504,59816,59688,,,,,,,,,,,,,,,,,,,,,
4,4,0.4979239859469818,0.502076014053019,-0.004152028106037312,0.991730279898217,1.0083386786401558,5482686.8595661055,2729961.294814295,2752725.564751815,False,False,False,153419,76391,77028,,,,,,,,,,,,,,,,,,,,,
5,5,0.5013748904469761,0.49862510955302414,0.002749780893951978,1.005514726076304,0.9945155193322495,346559643.2698727,173756303.17777556,172803340.09209725,False,False,False,182560,91531,91029,,,,,,,,,,,,,,,,,,,,,
6,6,0.49958582203426816,0.5004141779657321,-0.0008283559314639386,0.9983446593483195,1.0016580853477606,22587443807.128246,11284366682.037004,11303077125.091248,False,False,False,206433,103131,103302,,,,,,,,,,,,,,,,,,,,,
7,7,0.500399690965194,0.4996003090348064,0.0007993819303876021,1.0016000429061622,0.9984025131413536,1494070800527.9006,747632566864.2815,746438233663.6198,False,False,False,223923,112051,111872,,,,,,,,,,,,,,,,,,,,,
8,8,0.5014298195145893,0.4985701804854099,0.002859639029179438,1.0057356800328396,0.9942970303761597,99489666944854.83,49887085739725.164,49602581205129.59,False,False,False,234645,117658,116987,,,,,,,,,,,,,,,,,,,,,
9,9,0.5011615619443833,0.4988384380556185,0.0023231238887647544,1.0046570667204795,0.9953645210144377,6630970780044313.0,3323187673334573.5,3307783106709751.5,False,False,False,238472,119513,118959,,,,,,,,,,,,,,,,,,,,,
10,10,0.5016755238127494,0.49832447618725006,0.0033510476254992945,1.0067246298057415,0.9933202887794261,4.418220769103276e+17,2.2165132186602544e+17,2.2017075504430192e+17,False,False,False,236344,118568,117776,,,,,,,,,,,,,,,,,,,,,
11,11,0.5002581627563055,0.4997418372436977,0.0005163255126078741,1.0010331844847244,0.9989678818836997,2.9305826618548842e+19,1.4660478982250078e+19,1.4645347636298858e+19,False,False,False,228538,114328,114210,,,,,,,,,,,,,,,,,,,,,
12,12,0.5019946870053623,0.49800531299464024,0.003989374010722099,1.0080107057226617,0.9920529557105063,1.9324089300632747e+21,9.700590160134807e+20,9.62349914049799e+20,False,False,False,216074,108468,107606,,,,,,,,,,,,,,,,,,,,,
13,13,0.49894009539141054,0.5010599046085906,-0.002119809217180059,0.9957693497370619,1.0042486247081768,1.2650843531299602e+23,6.312013078288432e+22,6.338830453011184e+22,False,False,False,200018,99797,100221,,,,,,,,,,,,,,,,,,,,,
14,14,0.49855510456190016,0.5014448954380977,-0.002889790876197559,0.9942370719046351,1.0057963319395495,8.207747754220418e+24,4.0920145398230613e+24,4.1157332143973385e+24,False,False,False,181328,90402,90926,,,,,,,,,,,,,,,,,,,,,
15,15,0.498610439076435,0.5013895609235722,-0.002779121847137217,0.9944571605319863,1.0055737337795914,5.275713474502901e+26,2.6305258119633558e+26,2.645187662539583e+26,False,False,False,161202,80377,80825,,,,,,,,,,,,,,,,,,,,,
16,16,0.5009005048499632,0.4990994951500363,0.0018010096999268217,1.003608518376452,0.9964044562093898,3.3670462744834654e+28,1.6865551787419554e+28,1.6804910957415082e+28,False,False,False,141032,70643,70389,,,,,,,,,,,,,,,,,,,,,
17,17,0.4986391977039518,0.5013608022960443,-0.0027216045920924552,0.9945715648697934,1.0054580638758934,2.1283377401014053e+30,1.0612726231672067e+30,1.0670651169341903e+30,False,False,False,121252,60461,60791,,,,,,,,,,,,,,,,,,,,,
18,18,0.5000979662212486,0.49990203377875564,0.00019593244249291734,1.0003919416790763,0.9996082118790176,1.3264967901650954e+32,6.633783469605785e+31,6.6311844320452245e+31,False,False,False,102076,51048,51028,,,,,,,,,,,,,,,,,,,,,
19,19,0.49957336872792635,0.5004266312720744,-0.0008532625441481179,0.998294929784254,1.0017079824457433,8.168612141474455e+33,4.080821085348234e+33,4.0877910561262277e+33,False,False,False,84382,42155,42227,,,,,,,,,,,,,,,,,,,,,
20,20,0.49982441765187624,0.5001755823481198,-0.00035116469624354903,0.9992979171542222,1.0007025761124142,4.95591851569508e+35,2.4770890860374442e+35,2.478829429657616e+35,False,False,False,68344,34160,34184,,,,,,,,,,,,,,,,,,,,,
21,21,0.5015069097324353,0.49849309026756333,0.003013819464872005,1.0060458600604762,0.9939904727006056,2.970638960733257e+37,1.489795965128109e+37,1.480842995605144e+37,False,False,False,54416,27290,27126,,,,,,,,,,,,,,,,,,,,,
22,22,0.5025393779109188,0.49746062208907854,0.005078755821840371,1.0102093625029298,0.9898938152012027,1.7639934936144968e+39,8.864761929199377e+38,8.775173006945545e+38,False,False,False,42727,21472,21255,,,,,,,,,,,,,,,,,,,,,
23,23,0.4985073726743676,0.5014926273256303,-0.002985254651262667,0.9940472611388477,1.0059883861601635,1.0397194566393335e+41,5.183078146476952e+40,5.214116419916361e+40,False,False,False,33163,16532,16631,,,,,,,,,,,,,,,,,,,,,
24,24,0.501575547502761,0.49842445249724476,0.003151095005516233,1.0063221115852732,0.9937176064080379,6.067393065510047e+42,3.043255998747657e+42,3.0241370667624245e+42,False,False,False,25388,12734,12654,,,,,,,,,,,,,,,,,,,,,
25,25,0.49466248037676525,0.5053375196232355,-0.010675039246470284,0.9788754271512844,1.021580450650592,3.493452855136258e+44,1.7280800544009936e+44,1.7653728007352668e+44,False,False,False,19110,9453,9657,,,,,,,,,,,,,,,,,,,,,
26,26,0.49801587301587447,0.5019841269841236,-0.0039682539682491256,0.9920948616600886,1.00796812749003,1.9796762879585373e+46,9.859102148364967e+45,9.937660731220369e+45,False,False,False,14112,7028,7084,,,,,,,,,,,,,,,,,,,,,
27,27,0.49795121951219373,0.5020487804878062,-0.004097560975612508,0.9918383210260342,1.0082288401253974,1.106691919220951e+48,5.510785908003627e+47,5.556133284205882e+47,False,False,False,10250,5104,5146,,,,,,,,,,,,,,,,,,,,,
28,28,0.500548095368599,0.49945190463140754,0.0010961907371914578,1.002194787379979,0.997810019162326,6.081298069500214e+49,3.04398216605707e+49,3.037315903443184e+49,False,False,False,7298,3653,3645,,,,,,,,,,,,,,,,,,,,,
29,29,0.5058388478006998,0.49416115219930057,0.011677695601399194,1.0236313509255568,0.9769141977683766,3.3127197022584934e+51,1.6757023172771134e+51,1.637017384981381e+51,False,False,False,5138,2599,2539,,,,,,,,,,,,,,,,,,,,,
30,30,0.49104859335037615,0.5089514066496146,-0.01790281329923839,0.9648241206030038,1.0364583333333455,1.7597113544241232e+53,8.641037852926509e+52,8.956075691314559e+52,False,False,False,3519,1728,1791,,,,,,,,,,,,,,,,,,,,,
31,31,0.5006310475389146,0.49936895246108376,0.0012620950778309105,1.0025273799494558,0.9974789915966352,9.239502032614475e+54,4.625581581325716e+54,4.6139204512887444e+54,False,False,False,2377,1190,1187,,,,,,,,,,,,,,,,,,,,,
32,32,0.5065104166666664,0.49348958333333554,0.013020833333330949,1.0263852242744014,0.9742930591259688,4.650633575688531e+56,2.355594350185987e+56,2.2950392255025535e+56,False,False,False,1536,778,758,,,,,,,,,,,,,,,,,,,,,
33,33,0.5089947089947087,0.49100529100529167,0.017989417989417056,1.0366379310344809,0.9646569646569665,2.2330728160950467e+58,1.136622248192293e+58,1.0964505679027546e+58,False,False,False,945,481,464,,,,,,,,,,,,,,,,,,,,,
34,34,0.5116279069767471,0.4883720930232539,0.023255813953493184,1.0476190476190577,0.9545454545454454,1.032835179869148e+60,5.2842730132840425e+59,5.044078785407447e+59,False,False,False,559,286,273,,,,,,,,,,,,,,,,,,,,,
35,35,0.4721407624633442,0.5278592375366576,-0.05571847507331341,0.8944444444444453,1.1180124223602474,4.9348440312200973e+61,2.32994102353794e+61,2.6049030076821663e+61,False,False,False,341,161,180,,,,,,,,,,,,,,,,,,,,,
36,36,0.5114155251141557,0.4885844748858433,0.022831050228312392,1.046728971962621,0.9553571428571392,2.4864077252242413e+63,1.2715875124434486e+63,1.21482021278079e+63,False,False,False,219,112,107,,,,,,,,,,,,,,,,,,,,,
37,37,0.4630872483221478,0.5369127516778492,-0.07382550335570147,0.8625000000000053,1.1594202898550654,1.3292116707475899e+65,6.155409750441861e+64,7.136706957033999e+64,False,False,False,149,69,80,,,,,,,,,,,,,,,,,,,,,
38,38,0.530612244897955,0.46938775510203856,0.061224489795916444,1.1304347826086922,0.8846153846153874,6.879364173985409e+66,3.650274867828964e+66,3.229089306156401e+66,False,False,False,98,52,46,,,,,,,,,,,,,,,,,,,,,
39,39,0.4285714285714276,0.5714285714285681,-0.1428571428571405,0.7500000000000027,1.3333333333333286,3.4848079246850585e+68,1.4934891105793074e+68,1.991318814105736e+68,False,False,False,63,27,36,,,,,,,,,,,,,,,,,,,,,
40,40,0.382352941176475,0.6176470588235278,-0.23529411764705274,0.6190476190476278,1.6153846153845923,1.4838996659151065e+70,5.6737340167342965e+69,9.16526264241681e+69,False,False,False,34,13,21,,,,,,,,,,,,,,,,,,,,,
41,41,0.6363636363636405,0.36363636363636387,0.27272727272727665,1.7500000000000102,0.5714285714285681,3.792701529147307e+71,2.4135373367301203e+71,1.3791641924172036e+71,False,False,False,11,7,4,,,,,,,,,,,,,,,,,,,,,
42,42,1.0,0.0,1.0,,0.0,2.7271134583139606e+72,2.7271134583139606e+72,0.0,False,False,True,1,1,0,,,,,,,,,,,,,,,,,,,,,
43,43,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
44,44,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
45,45,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
46,46,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
47,47,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
48,48,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
49,49,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
50,50,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
51,51,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
52,52,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
53,53,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
54,54,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
55,55,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
56,56,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
57,57,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
58,58,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
59,59,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
60,60,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
61,61,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
62,62,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
63,63,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
64,64,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
65,65,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
66,66,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
67,67,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
68,68,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
69,69,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
70,70,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
71,71,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
72,72,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
73,73,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
74,74,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
75,75,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
76,76,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
