,Unnamed: 0,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.003106817164333,0.9968931828356672,0.0,complete,False,True,0.5,331.0,54615.0,27307.0,27308.0,pyr,1000.0,,846.4279522895813,21115481.0,4431715.0,16683766.0,130250193.0,846.9592385292053,2024-11-29 08:56:51.128610
1,1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
2,2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,3,3,0.5003121638138099,0.499687836186189,0.0006243276276209,1.001249435312226,0.998752123828328,5986035.663239399,2994886.455341939,2991149.2078974545,False,False,False,491729,246018,245711,,,,,,,,,,,,,,,,,,,,,
4,4,4,0.4999184173583225,0.5000815826416765,-0.0001631652833539,0.9996737226704252,1.0003263838212166,1472455248.670084,736107497.5461036,736347751.1239789,False,False,False,649648,324771,324877,,,,,,,,,,,,,,,,,,,,,
5,5,5,0.5006818816443059,0.4993181183556933,0.0013637632886126,1.0027312513575586,0.997276188057507,385168083837.5487,192846680965.1157,192321402872.43277,False,False,False,802192,401643,400549,,,,,,,,,,,,,,,,,,,,,
6,6,6,0.5002451892808538,0.4997548107191457,0.000490378561708,1.0009812383016432,0.9990197235831232,104654750218873.56,52353035332380.88,52301714886492.63,False,False,False,948247,474356,473891,,,,,,,,,,,,,,,,,,,,,
7,7,7,0.5003696893412534,0.4996303106587471,0.0007393786825061,1.001479851535691,0.9985223351888488,2.914878808720656e+16,1.4585170039869572e+16,1.4563618047337002e+16,False,False,False,1086047,543425,542622,,,,,,,,,,,,,,,,,,,,,
8,8,8,0.4999349621875081,0.5000650378124896,-0.0001300756249815,0.9997398825849724,1.0002601850937016,8.261847001522334e+18,4.130386168305045e+18,4.13146083321727e+18,False,False,False,1214678,607260,607418,,,,,,,,,,,,,,,,,,,,,
9,9,9,0.5003477267970149,0.4996522732029822,0.0006954535940327,1.0013918751726567,0.9986100594510848,2.371103489182263e+21,1.1863762408128158e+21,1.1847272483694405e+21,False,False,False,1332943,666935,666008,,,,,,,,,,,,,,,,,,,,,
10,10,10,0.5004464186532179,0.4995535813467796,0.0008928373064382,1.0017872703545256,0.9982159182818392,6.86942812691793e+23,3.437780704311761e+23,3.4316474226061526e+23,False,False,False,1440352,720819,719533,,,,,,,,,,,,,,,,,,,,,
11,11,11,0.4994809970835736,0.5005190029164256,-0.0010380058328519,0.997926141012022,1.0020781688170577,2.0072417871949425e+26,1.0025791292559442e+26,1.0046626579389968e+26,False,False,False,1538527,768465,770062,,,,,,,,,,,,,,,,,,,,,
12,12,12,0.4997838747138342,0.5002161252861679,-0.0004322505723337,0.999135872374993,1.000864874987376,5.893142932018529e+28,2.945297808806666e+28,2.9478451232118755e+28,False,False,False,1624058,811678,812380,,,,,,,,,,,,,,,,,,,,,
13,13,13,0.5000064750141013,0.4999935249859054,1.2950028195957418e-05,1.0000259003918026,0.9999741002790102,1.7386060539041328e+31,8.693142844507821e+30,8.692917694533624e+30,False,False,False,1698838,849430,849408,,,,,,,,,,,,,,,,,,,,,
14,14,14,0.4995797634059146,0.5004202365940896,-0.0008404731881749,0.9983204652275948,1.0016823603551213,5.139870276722605e+33,2.567775176782172e+33,2.572095099940455e+33,False,False,False,1759723,879122,880601,,,,,,,,,,,,,,,,,,,,,
15,15,15,0.4996308341488094,0.5003691658511884,-0.000738331702379,0.9985244260582624,1.0014777544777371,1.5216462771624102e+36,7.602613987380854e+35,7.613848784243214e+35,False,False,False,1806776,902721,904055,,,,,,,,,,,,,,,,,,,,,
16,16,16,0.5001728881011548,0.4998271118988512,0.0003457762023034,1.0006917916096825,0.999308686635103,4.5065267866983456e+38,2.2540425182081285e+38,2.2524842684902447e+38,False,False,False,1839340,919988,919352,,,,,,,,,,,,,,,,,,,,,
17,17,17,0.5002471869691982,0.4997528130307951,0.000494373938403,1.000989236929763,0.9990117406928396,1.3339426873344924e+41,6.673010769172124e+40,6.66641610417271e+40,False,False,False,1856894,928906,927988,,,,,,,,,,,,,,,,,,,,,
18,18,18,0.5003101610476243,0.4996898389523783,0.0006203220952459,1.0012414142671913,0.9987601249314084,3.95249625823604e+43,1.9774740394982053e+43,1.9750222187378443e+43,False,False,False,1863548,932352,931196,,,,,,,,,,,,,,,,,,,,,
19,19,19,0.5000668976111982,0.4999331023888184,0.0001337952223797,1.0002676262518733,0.999732445352774,1.172614951622328e+46,5.863859209502827e+45,5.862290306720646e+45,False,False,False,1861053,930651,930402,,,,,,,,,,,,,,,,,,,,,
20,20,20,0.5001998671885313,0.4998001328114766,0.0003997343770546,1.00079978845705,0.999200850693341,3.475015556812226e+48,1.7382023199955554e+48,1.736813236816698e+48,False,False,False,1846226,923482,922744,,,,,,,,,,,,,,,,,,,,,
