,l,avg_pos_degree_of_bal,avg_neg_degree_of_bal,avg_rel_signed_clust_coeff,avg_pos_to_neg_ratio,avg_neg_to_pos_ratio,avg_total,avg_pos,avg_neg,zeros_total,zeros_pos,zeros_neg,std_pos_degree_of_bal,std_neg_degree_of_bal,std_rel_signed_clust_coeff,std_pos_to_neg_ratio,std_neg_to_pos_ratio,std_total,std_pos,std_neg,avg_pos_degree_of_bal_graph,avg_neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,max_length,exact,parallel,full_matrix_mem,clean_matrix_mem,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,0.49998673414697387,0.5000132658530261,0.0,complete,False,True,0.5,190.0,17955.0,8977.0,8978.0,cx,1000.0,10.0,False,False,36100.0,36100.0,437.9093143939972,7135906.0,793968.0,6341938.0,130250193.0,438.3155925273895,2024-11-29 22:04:32.610558
1,1,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,0.500483333333334,0.4995166666666661,0.0009666666666666657,1.0184025548203788,1.015083172833414,119.99999999999999,60.058,59.942,False,False,False,0.04511762097254472,0.04511762097254472,0.09023524194508972,0.18398462781724362,0.19077556681364252,0.0,5.414114516705396,5.414114516705398,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,0.5005682539682542,0.4994317460317458,0.0011365079365061672,1.005839018733464,1.0009944551555676,630.0,315.35799999999995,314.64200000000005,False,False,False,0.020569850762537065,0.020569850762537076,0.04113970152507413,0.08678104528017203,0.07962400788501998,0.0,12.959005980398384,12.959005980398384,,,,,,,,,,,,,,,,,,,,,,,,,
5,5,0.4998584656084662,0.5001415343915339,-0.0002830687830685185,1.000104407777135,1.001251258437294,3023.9999999999995,1511.5719999999997,1512.428,False,False,False,0.009190747190583708,0.00919074719058371,0.018381494381167447,0.036519645303423505,0.03730362692396778,1.3642420526593924e-12,27.7928195043251,27.792819504325113,,,,,,,,,,,,,,,,,,,,,,,,,
6,6,0.5000809523809521,0.49991904761904793,0.0001619047619039478,1.000488884577313,0.9998374006389678,12599.999999999874,6301.019999999938,6298.9799999999395,False,False,False,0.004512784951350318,0.004512784951350318,0.00902556990270065,0.018289165435796385,0.01786518832970625,1.8189894035458565e-10,56.86109038701274,56.861090387012666,,,,,,,,,,,,,,,,,,,,,,,,,
7,7,0.5000692592592597,0.49993074074074023,0.0001385185185198851,1.0003216059586342,0.9997676914948355,43200.000000007436,21602.992000003716,21597.008000003705,False,False,False,0.002361035757693226,0.0023610357576932268,0.004722071515386446,0.009430342945083811,0.009466877213300631,1.6007106751203537e-10,101.99674473236448,101.99674473236452,,,,,,,,,,,,,,,,,,,,,,,,,
8,8,0.49994257495589883,0.5000574250441012,-0.00011485008820316659,0.9997859914932866,1.0002453610357578,113399.99999992907,56693.48799996368,56706.51199996642,False,False,False,0.0013986082435183372,0.0013986082435183394,0.002797216487036679,0.005601120381347885,0.0055888151451392795,1.8480932340025902e-09,158.602174814883,158.60217481488286,,,,,,,,,,,,,,,,,,,,,,,,,
9,9,0.5000198412698417,0.49998015873015833,3.968253968285459e-05,1.000087876502657,0.9999291264832537,201600.00000012666,100804.00000006269,100796.00000006266,False,False,False,0.001030663351347179,0.0010306633513471786,0.0020613267026943546,0.004127447214450616,0.004118139148453326,2.9103830456733704e-11,207.78173163172167,207.78173163172178,,,,,,,,,,,,,,,,,,,,,,,,,
10,10,0.4999511463844608,0.5000488536155392,-9.770723107741392e-05,0.9998158949366232,1.0002068135679252,181440.00000118997,90711.13600059101,90728.86400059728,False,False,False,0.0011902641525099575,0.0011902641525099586,0.0023805283050199184,0.004743459679897922,0.004780226853421502,2.2118911147117615e-09,215.96152783282062,215.96152783282037,,,,,,,,,,,,,,,,,,,,,,,,,
