,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.09047114806582462,0.9095288519341752,0.0,complete,False,True,0.5,72.0,2556.0,1278.0,1278.0,pyr,1000.0,,39.556485414505005,1116465.0,293399.0,823066.0,130250193.0,39.62950158119202,2024-11-14 22:37:31.820921
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,3,0.49882382551960275,0.5011761744803978,-0.0023523489607950357,0.9953063431971125,1.004715791107902,59501.37600000867,29680.704000004604,29820.6720000041,False,False,False,103301,51529,51772,,,,,,,,,,,,,,,,,,,,,
4,4,0.4994428061344364,0.5005571938655645,-0.0011143877311280382,0.9977737054930284,1.0022312619532017,3077219.8079993394,1536895.2959996618,1540324.5119996804,False,False,False,131911,65882,66029,,,,,,,,,,,,,,,,,,,,,
5,5,0.4986354551045506,0.5013645448954489,-0.002729089790898318,0.994556675738873,1.0054731162073625,167796057.04693127,83669063.2703457,84126993.77658547,False,False,False,156096,77835,78261,,,,,,,,,,,,,,,,,,,,,
6,6,0.5008579676210474,0.4991420323789535,0.0017159352420938767,1.0034377694739824,0.9965740082957167,9365485068.273083,4690777817.080523,4674707251.192569,False,False,False,174249,87274,86975,,,,,,,,,,,,,,,,,,,,,
7,7,0.5008310964556034,0.4991689035443964,0.0016621929112070081,1.0033299207931512,0.9966811307784792,528537677688.1685,264708104634.66376,263829573053.50467,False,False,False,185899,93104,92795,,,,,,,,,,,,,,,,,,,,,
8,8,0.5010374850112047,0.4989625149887917,0.0020749700224130473,1.004158568950735,0.9958586531257902,30062060630462.824,15062219252541.445,14999841377921.271,False,False,False,191810,96104,95706,,,,,,,,,,,,,,,,,,,,,
9,9,0.4993195505383672,0.500680449461632,-0.0013608989232649,0.9972819012111852,1.0027255069860526,1709974324468826.0,853823611125922.2,856150713342902.5,False,False,False,191785,95762,96023,,,,,,,,,,,,,,,,,,,,,
