,l,pos_degree_of_bal,neg_degree_of_bal,rel_signed_clust_coeff,pos_to_neg_ratio,neg_to_pos_ratio,total_est,pos_est,neg_est,total_zeros,pos_zeros,neg_zeros,total_occurred,pos_occurred,neg_occurred,pos_degree_of_bal_graph,neg_degree_of_bal_graph,run,kind,directed,neg_edge_dist_exact,neg_edge_prob,n_nodes,n_edges,n_pos_edges,n_neg_edges,alg,n_samples,pyr_spec_edge_prob,alg_run_time,alg_peak_mem,alg_only_mem,init_mem,seed,script_run_time,exp_date
0,0,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,0.00576555539214124,0.9942344446078586,0.0,complete,False,True,0.5,351.0,61425.0,30713.0,30712.0,pyr,1000.0,,957.6589193344116,26795499.0,4984429.0,21811070.0,130250193.0,958.2683355808258,2024-11-29 14:02:30.752203
1,1,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
2,2,,,,,,0.0,0.0,0.0,True,True,True,0,0,0,,,,,,,,,,,,,,,,,,,,,
3,3,0.4992934969122902,0.5007065030877114,-0.0014130061754211532,0.9971779751876447,1.0028300111741077,7139949.686974359,3564930.446987239,3575019.2399871303,False,False,False,521583,260423,261160,,,,,,,,,,,,,,,,,,,,,
4,4,0.5009323579732101,0.49906764202679016,0.0018647159464199674,1.0037363992160402,0.996277509494566,1862480822.5071762,932976910.0984036,929503912.4087731,False,False,False,689113,345199,343914,,,,,,,,,,,,,,,,,,,,,
5,5,0.5004335044215102,0.49956649557849175,0.0008670088430184614,1.0017355223993043,0.9982674844202913,516098287468.2821,258272874623.6924,257825412844.59073,False,False,False,850049,425393,424656,,,,,,,,,,,,,,,,,,,,,
6,6,0.4997467452535893,0.5002532547464086,-0.0005065094928192466,0.9989874938583337,1.0010135323493947,148717910429987.78,74321291698301.22,74396618731686.25,False,False,False,1004917,502204,502713,,,,,,,,,,,,,,,,,,,,,
7,7,0.49989843538406864,0.5001015646159306,-0.00020312923186194238,0.9995938240424863,1.0004063410034598,4.396327628292054e+16,2.197717302818951e+16,2.1986103254730996e+16,False,False,False,1151976,575871,576105,,,,,,,,,,,,,,,,,,,,,
8,8,0.5004313508762208,0.4995686491237821,0.0008627017524386342,1.0017268932987524,0.998276083720718,1.3231355108381164e+19,6.62138491081017e+18,6.609970197571032e+18,False,False,False,1290133,645623,644510,,,,,,,,,,,,,,,,,,,,,
9,9,0.5004782117420122,0.4995217882579835,0.0009564234840287877,1.0019146782112631,0.998088980775607,4.0325649511144693e+21,2.0182108954672848e+21,2.0143540556471675e+21,False,False,False,1417782,709569,708213,,,,,,,,,,,,,,,,,,,,,
10,10,0.49979941540189465,0.5002005845981018,-0.0004011691962071032,0.9991979833519599,1.0008026603950397,1.239685683148584e+24,6.195941797197607e+23,6.200915034288188e+23,False,False,False,1533019,766202,766817,,,,,,,,,,,,,,,,,,,,,
11,11,0.49921014724177465,0.5007898527582224,-0.0015797055164477331,0.9968455720343631,1.0031644098686212,3.8415464453750274e+26,1.9177389666317835e+26,1.9238074787432326e+26,False,False,False,1637647,817530,820117,,,,,,,,,,,,,,,,,,,,,
12,12,0.5001587269462828,0.4998412730537181,0.000317453892564702,1.0006351094030816,0.9993652937048546,1.1964856017869065e+29,5.984327153992962e+28,5.9805288638761135e+28,False,False,False,1729385,864967,864418,,,,,,,,,,,,,,,,,,,,,
13,13,0.49984574931554454,0.5001542506844593,-0.0003085013689147992,0.9993831875496557,1.000617193142759,3.742620537693901e+31,1.8707329670673541e+31,1.8718875706265613e+31,False,False,False,1808744,904093,904651,,,,,,,,,,,,,,,,,,,,,
14,14,0.5003637085571044,0.49963629144289523,0.0007274171142092095,1.0014558932700997,0.9985462232736526,1.1734072950606583e+34,5.871304258045115e+33,5.862768692561464e+33,False,False,False,1873753,937558,936195,,,,,,,,,,,,,,,,,,,,,
15,15,0.5000915894901968,0.49990841050980445,0.00018317898039239204,1.0003664250821578,0.9996337091360022,3.689913457864569e+36,1.8452946862247608e+36,1.844618771639813e+36,False,False,False,1927077,963715,963362,,,,,,,,,,,,,,,,,,,,,
16,16,0.500447493274913,0.4995525067250855,0.0008949865498275047,1.0017915765365581,0.9982116274697057,1.1616169509790598e+39,5.81328291263118e+38,5.802886597159401e+38,False,False,False,1966510,984135,982375,,,,,,,,,,,,,,,,,,,,,
17,17,0.5003106061859754,0.4996893938140259,0.0006212123719495508,1.001243197033277,0.998758346586563,3.663086975996946e+41,1.8326812654729838e+41,1.8304057105239672e+41,False,False,False,1994487,997863,996624,,,,,,,,,,,,,,,,,,,,,
18,18,0.5002146970184606,0.49978530298154805,0.00042939403691250245,1.0008591569907135,0.9991415805263781,1.1556617955650481e+44,5.780790149243807e+43,5.7758278064067745e+43,False,False,False,2009809,1005336,1004473,,,,,,,,,,,,,,,,,,,,,
19,19,0.4999818825922438,0.50001811740775,-3.6234815506254166e-05,0.9999275329948161,1.0000724722570313,3.6493683417796866e+46,1.8246180537955427e+46,1.8247502879841214e+46,False,False,False,2014637,1007282,1007355,,,,,,,,,,,,,,,,,,,,,
20,20,0.4999357398830086,0.5000642601169724,-0.00012852023396376646,0.9997429925627285,1.0002570735070748,1.15192292103576e+49,5.758874378162092e+48,5.760354832195289e+48,False,False,False,2007466,1003604,1003862,,,,,,,,,,,,,,,,,,,,,
21,21,0.500089422251873,0.49991057774813613,0.0001788445037368755,1.0003577529896297,0.9996423749518005,3.636454348510971e+51,1.8185523541921627e+51,1.8179019943188415e+51,False,False,False,1990556,995456,995100,,,,,,,,,,,,,,,,,,,,,
22,22,0.49935704773423567,0.5006429522657609,-0.0012859045315252809,0.9974314937907232,1.0025751204220705,1.1477008508120778e+54,5.731125085435896e+53,5.745883422684843e+53,False,False,False,1964376,980925,983451,,,,,,,,,,,,,,,,,,,,,
23,23,0.5003088723384846,0.49969112766151746,0.0006177446769671535,1.0012362530426708,0.9987652733918554,3.6174591860023654e+56,1.809846926079336e+56,1.807612259923037e+56,False,False,False,1927981,964586,963395,,,,,,,,,,,,,,,,,,,,,
24,24,0.5000645165058694,0.4999354834941292,0.00012903301174017095,1.0002580993268138,0.9997419672712597,1.1390600879466735e+59,5.696035321501863e+58,5.694565557964855e+58,False,False,False,1883239,941741,941498,,,,,,,,,,,,,,,,,,,,,
25,25,0.49995433138134393,0.500045668618661,-9.133723731704123e-05,0.9998173422088239,1.00018269116114,3.5773330728174394e+61,1.7885031645488115e+61,1.7888299082686456e+61,False,False,False,1828389,914111,914278,,,,,,,,,,,,,,,,,,,,,
26,26,0.5001470328765529,0.4998529671234458,0.00029406575310719264,1.000588304506422,0.9994120413922764,1.1227682158812704e+64,5.615491917811185e+63,5.6121902410015056e+63,False,False,False,1768312,884416,883896,,,,,,,,,,,,,,,,,,,,,
27,27,0.49988345008874785,0.5001165499112401,-0.00023309982249224457,0.9995339090007447,1.000466308341376,3.519703367950843e+66,1.759441462860253e+66,1.7602619050905478e+66,False,False,False,1703133,851368,851765,,,,,,,,,,,,,,,,,,,,,
28,28,0.49963620939381737,0.5003637906061791,-0.0007275812123617082,0.998545895554352,1.0014562219444512,1.1003866800461712e+69,5.497930296857163e+68,5.50593650360451e+68,False,False,False,1631433,815123,816310,,,,,,,,,,,,,,,,,,,,,
29,29,0.5004038972063855,0.4995961027936135,0.0008077944127719917,1.0016168949442459,0.9983857151847104,3.4342957936643637e+71,1.7185349993091442e+71,1.7157607943552158e+71,False,False,False,1556089,778673,777416,,,,,,,,,,,,,,,,,,,,,
30,30,0.4995274418604497,0.5004725581395444,-0.0009451162790946925,0.9981115522445265,1.001892020737789,1.0699784491826554e+74,5.34483597566023e+73,5.35494851616626e+73,False,False,False,1478125,738364,739761,,,,,,,,,,,,,,,,,,,,,
31,31,0.4998984392545222,0.5001015607454831,-0.00020312149096090318,0.9995938395180008,1.0004063255153663,3.3269982361949595e+76,1.6631612256764085e+76,1.6638370105185687e+76,False,False,False,1398178,698947,699231,,,,,,,,,,,,,,,,,,,,,
